IdResponsavel,NomeResponsavel,IdUnidade,CodigoLeitora,DataNascimento,Sexo,TipoProrrogacaoEmDescontoPorAntecipacao,StFuncionario,EstadoCivil,NaturalidadeCidade,NaturalidadeUF,Nacionalidade,StFalecido
560,Responsável 549,1,,,,P,False,1,,,,False
561,Responsável 550,1,,,,P,False,0,,,,False
562,Responsável 551,1,,,,P,False,0,,,,False
563,Responsável 552,1,,,,P,False,1,,,,False
564,Responsável 553,1,,,,P,False,1,,,,False
565,Responsável 554,1,,,,P,False,6,,,,False
566,Responsável 555,1,,,,P,False,1,,,,False
567,Responsável 556,1,,,,P,False,1,,,,False
568,Responsável 557,1,,,,P,False,1,,,,False
569,Responsável 558,1,,,,P,False,1,,,,False
570,Responsável 559,1,,,,P,False,0,,,,False
571,Responsável 560,1,,,,P,False,1,,,,False
572,Responsável 561,1,,,,P,False,6,,,,False
573,Responsável 562,1,,,,P,False,1,,,,False
574,Responsável 563,1,,,,P,False,0,,,,False
575,Responsável 564,1,,,,P,False,5,,,,False
576,Responsável 565,1,,,,P,False,1,,,,False
577,Responsável 566,1,,,,P,False,5,,,,False
578,Responsável 567,1,,,,P,False,6,,,,False
579,Responsável 568,1,,,,P,False,0,,,,False
580,Responsável 569,1,,,,P,False,5,,,,False
581,Responsável 570,1,,,,P,False,1,,,,False
582,Responsável 571,1,,,,P,False,6,,,,False
583,Responsável 572,1,,,,P,False,6,,,,False
584,Responsável 573,1,,,,P,False,1,,,,False
585,Responsável 574,1,,,,P,False,6,,,,False
586,Responsável 575,1,,,,P,False,0,,,,False
587,Responsável 576,1,,,,P,False,0,,,,False
588,Responsável 577,1,,,,P,False,0,,,,False
589,Responsável 578,1,,,,P,False,1,,,,False
590,Responsável 579,1,,,,P,False,6,,,,False
591,Responsável 580,1,,,,P,False,0,,,,False
592,Responsável 581,1,,,,P,False,6,,,,False
593,Responsável 582,1,,,,P,False,6,,,,False
594,Responsável 583,1,,,,P,False,0,,,,False
595,Responsável 584,1,,,,P,False,1,,,,False
596,Responsável 585,1,,,,P,False,0,,,,False
597,Responsável 586,1,,,,P,False,1,,,,False
598,Responsável 587,1,,,,P,False,1,,,,False
599,Responsável 588,1,,,,P,False,4,,,,False
600,Responsável 589,1,,,,P,False,0,,,,False
601,Responsável 590,1,,,,P,False,6,,,,False
602,Responsável 591,1,,,,P,False,6,,,,False
603,Responsável 592,1,,,,P,False,0,,,,False
604,Responsável 593,1,,,,P,False,1,,,,False
605,Responsável 594,1,,,,P,False,1,,,,False
606,Responsável 595,1,,,,P,False,0,,,,False
607,Responsável 596,1,,,,P,False,0,,,,False
608,Responsável 597,1,,,,P,False,1,,,,False
609,Responsável 598,1,,,,P,False,1,,,,False
611,Responsável 599,1,,,,P,False,1,,,,False
612,Responsável 600,1,,,,P,False,0,,,,False
613,Responsável 601,1,,,,P,False,6,,,,False
614,Responsável 602,1,,,F,P,False,1,,,,False
615,Responsável 603,1,,2001-07-23 03:00:00,M,P,False,5,,,,False
616,Responsável 604,1,,,,P,False,0,,,,False
618,Responsável 605,1,,1988-09-24 03:00:00,M,P,False,5,,,,False
619,Responsável 606,1,,,,P,False,0,,,,False
620,Responsável 607,1,,,,P,False,6,,,,False
621,Responsável 608,1,,,,P,False,0,,,,False
622,Responsável 609,1,,,,P,False,0,,,,False
624,Responsável 610,1,,1995-06-23 03:00:00,M,P,False,5,,,,False
625,Responsável 611,1,,,,P,False,0,,,,False
626,Responsável 612,1,,,,P,False,0,,,,False
627,Responsável 613,1,,,,P,False,1,,,,False
628,Responsável 614,1,,,,P,False,0,,,,False
629,Responsável 615,1,,,,P,False,1,,,,False
630,Responsável 616,1,,,,P,False,6,,,,False
632,Responsável 617,1,,1997-09-14 03:00:00,F,P,False,5,,,,False
634,Responsável 618,1,,2002-10-08 03:00:00,M,P,False,5,,,,False
635,Responsável 619,1,,,,P,False,5,,,,False
636,Responsável 620,1,,,,P,False,1,,,,False
637,Responsável 621,1,,,F,P,False,1,,,,False
638,Responsável 622,1,,,,P,False,1,,,,False
639,Responsável 623,1,,,,P,False,6,,,,False
640,Responsável 624,1,,,,P,False,1,,,,False
641,Responsável 625,1,,,,P,False,1,,,,False
642,Responsável 626,1,,,,P,False,1,,,,False
643,Responsável 627,1,,,,P,False,1,,,,False
644,Responsável 628,1,,,,P,False,5,,,,False
646,Responsável 629,1,,1996-12-08 02:00:00,M,P,False,5,,,,False
647,Responsável 630,1,,2003-03-14 03:00:00,F,P,False,5,,,,False
648,Responsável 631,1,,,,P,False,1,,,,False
649,Responsável 632,1,,,,P,False,5,,,,False
650,Responsável 633,1,,,,P,False,0,,,,False
651,Responsável 634,1,,,,P,False,0,,,,False
652,Responsável 635,1,,,,P,False,0,,,,False
653,Responsável 636,1,,2002-04-08 03:00:00,M,P,False,5,,,,False
654,Responsável 637,1,,,,P,False,0,,,,False
655,Responsável 638,1,,2001-01-28 02:00:00,M,P,False,5,,,,False
656,Responsável 639,1,,2000-11-08 02:00:00,F,P,False,5,,,,False
657,Responsável 640,1,,2002-02-04 02:00:00,F,P,False,5,,,,False
658,Responsável 641,1,,,,P,False,1,,,,False
659,Responsável 642,1,,,,P,False,0,,,,False
660,Responsável 643,1,,,,P,False,0,,,,False
661,Responsável 644,1,,,,P,False,1,,,,False
662,Responsável 645,1,,,,P,False,0,,,,False
663,Responsável 646,1,,,,P,False,4,,,,False
664,Responsável 647,1,,,,P,False,1,,,,False
665,Responsável 648,1,,,,P,False,1,,,,False
666,Responsável 649,1,,,,P,False,0,,,,False
667,Responsável 650,1,,,,P,False,4,,,,False
668,Responsável 651,1,,,,P,False,0,,,,False
669,Responsável 652,1,,,,P,False,0,,,,False
670,Responsável 653,1,,,,P,False,1,,,,False
671,Responsável 654,1,,,,P,False,4,,,,False
672,Responsável 655,1,,,,P,False,1,,,,False
673,Responsável 656,1,,,,P,False,1,,,,False
674,Responsável 657,1,,,,P,False,5,,,,False
675,Responsável 658,1,,,,P,False,1,,,,False
676,Responsável 659,1,,,,P,False,1,,,,False
677,Responsável 660,1,,2002-12-03 02:00:00,M,P,False,0,,,,False
678,Responsável 661,1,,,,P,False,0,,,,False
679,Responsável 662,1,,,,P,False,1,,,,False
680,Responsável 663,1,,,,P,False,1,,,,False
681,Responsável 664,1,,,,P,False,1,,,,False
682,Responsável 665,1,,,,P,False,4,,,,False
683,Responsável 666,1,,,,P,False,0,,,,False
684,Responsável 667,1,,,,P,False,1,,,,False
685,Responsável 668,1,,,,P,False,1,,,,False
686,Responsável 669,1,,,,P,False,0,,,,False
687,Responsável 670,1,,,,P,False,0,,,,False
688,Responsável 671,1,,,,P,False,5,,,,False
689,Responsável 672,1,,,,P,False,0,,,,False
690,Responsável 673,1,,,,P,False,0,,,,False
691,Responsável 674,1,,,,P,False,1,,,,False
692,Responsável 675,1,,,,P,False,5,,,,False
693,Responsável 676,1,,,,P,False,5,,,,False
694,Responsável 677,1,,,,P,False,5,,,,False
695,Responsável 678,1,,,,P,False,5,,,,False
696,Responsável 679,1,,,,P,False,5,,,,False
697,Responsável 680,1,,,,P,False,4,,,,False
698,Responsável 681,1,,,,P,False,5,,,,False
699,Responsável 682,1,,,,P,False,1,,,,False
700,Responsável 683,1,,,,P,False,1,,,,False
701,Responsável 684,1,,,,P,False,1,,,,False
702,Responsável 685,1,,,,P,False,1,,,,False
703,Responsável 686,1,,,,P,False,2,,,,False
704,Responsável 687,1,,,,P,False,0,,,,False
705,Responsável 688,1,,,,P,False,5,,,,False
706,Responsável 689,1,,,,P,False,1,,,,False
707,Responsável 690,1,,,,P,False,1,,,,False
708,Responsável 691,1,,,,P,False,0,,,,False
709,Responsável 692,1,,,,P,False,1,,,,False
710,Responsável 693,1,,,,P,False,1,,,,False
711,Responsável 694,1,,,,P,False,6,,,,False
712,Responsável 695,1,,,,P,False,1,,,,False
713,Responsável 696,1,,,,P,False,0,,,,False
714,Responsável 697,1,,,,P,False,5,,,,False
715,Responsável 698,1,,,,P,False,0,,,,False
716,Responsável 699,1,,,,P,False,1,,,,False
717,Responsável 700,1,,,,P,False,1,,,,False
718,Responsável 701,1,,,,P,False,6,,,,False
719,Responsável 702,1,,,,P,False,1,,,,False
720,Responsável 703,1,,,,P,False,0,,,,False
721,Responsável 704,1,,,,P,False,1,,,,False
722,Responsável 705,1,,,,P,False,0,,,,False
723,Responsável 706,1,,,,P,False,1,,,,False
724,Responsável 707,1,,,,P,False,1,,,,False
725,Responsável 708,1,,,,P,False,1,,,,False
726,Responsável 709,1,,,,P,False,0,,,,False
727,Responsável 710,1,,,,P,False,1,,,,False
728,Responsável 711,1,,,,P,False,0,,,,False
729,Responsável 712,1,,,,P,False,5,,,,False
730,Responsável 713,1,,,,P,False,5,,,,False
731,Responsável 714,1,,,,P,False,6,,,,False
732,Responsável 715,1,,,,P,False,5,,,,False
733,Responsável 716,1,,,,P,False,1,,,,False
734,Responsável 717,1,,,,P,False,0,,,,False
735,Responsável 718,1,,,,P,False,6,,,,False
736,Responsável 719,1,,,,P,False,5,,,,False
737,Responsável 720,1,,,,P,False,1,,,,False
738,Responsável 721,1,,,,P,False,5,,,,False
739,Responsável 722,1,,,,P,False,0,,,,False
740,Responsável 723,1,,,,P,False,1,,,,False
744,Responsável 724,1,,,,P,False,5,,,,False
745,Responsável 725,1,,,,P,False,1,,,,False
746,Responsável 726,1,,,,P,False,1,,,,False
747,Responsável 727,1,,,,P,False,0,,,,False
748,Responsável 728,1,,,,P,False,0,,,,False
749,Responsável 729,1,,,,P,False,5,,,,False
750,Responsável 730,1,,,,P,False,0,,,,False
751,Responsável 731,1,,,,P,False,0,,,,False
752,Responsável 732,1,,,,P,False,0,,,,False
753,Responsável 733,1,,,,P,False,5,,,,False
754,Responsável 734,1,,,,P,False,1,,,,False
755,Responsável 735,1,,,,P,False,6,,,,False
756,Responsável 736,1,,,,P,False,0,,,,False
757,Responsável 737,1,,,,P,False,0,,,,False
758,Responsável 738,1,,,,P,False,1,,,,False
759,Responsável 739,1,,,,P,False,0,,,,False
760,Responsável 740,1,,,,P,False,6,,,,False
761,Responsável 741,1,,,,P,False,0,,,,False
762,Responsável 742,1,,,,P,False,5,,,,False
763,Responsável 743,1,,,,P,False,5,,,,False
764,Responsável 744,1,,,,P,False,0,,,,False
765,Responsável 745,1,,,,P,False,5,,,,False
766,Responsável 746,1,,,,P,False,5,,,,False
767,Responsável 747,1,,,,P,False,5,,,,False
768,Responsável 748,1,,,,P,False,1,,,,False
769,Responsável 749,1,,,,P,False,6,,,,False
770,Responsável 750,1,,,,P,False,0,,,,False
771,Responsável 751,1,,,,P,False,5,,,,False
772,Responsável 752,1,,,,P,False,1,,,,False
773,Responsável 753,1,,,,P,False,5,,,,False
774,Responsável 754,1,,,,P,False,6,,,,False
775,Responsável 755,1,,,,P,False,5,,,,False
776,Responsável 756,1,,,,P,False,1,,,,False
777,Responsável 757,1,,,,P,False,1,,,,False
778,Responsável 758,1,,,M,P,False,0,,,,False
779,Responsável 759,1,,,,P,False,6,,,,False
780,Responsável 760,1,,,,P,False,0,,,,False
781,Responsável 761,1,,,,P,False,1,,,,False
782,Responsável 762,1,,,,P,False,1,,,,False
783,Responsável 763,1,,,,P,False,6,,,,False
784,Responsável 764,1,,,,P,False,5,,,,False
785,Responsável 765,1,,,,P,False,5,,,,False
786,Responsável 766,1,,,,P,False,6,,,,False
787,Responsável 767,1,,,,P,False,5,,,,False
788,Responsável 768,1,,,,P,False,0,,,,False
789,Responsável 769,1,,,,P,False,0,,,,False
790,Responsável 770,1,,,,P,False,1,,,,False
791,Responsável 771,1,,,,P,False,0,,,,False
792,Responsável 772,1,,,,P,False,4,,,,False
793,Responsável 773,1,,,,P,False,4,,,,False
794,Responsável 774,1,,,,P,False,0,,,,False
795,Responsável 775,1,,,,P,False,0,,,,False
796,Responsável 776,1,,,,P,False,0,,,,False
797,Responsável 777,1,,,,P,False,1,,,,False
798,Responsável 778,1,,,,P,False,1,,,,False
799,Responsável 779,1,,,,P,False,1,,,,False
800,Responsável 780,1,,,,P,False,1,,,,False
801,Responsável 781,1,,,,P,False,4,,,,False
802,Responsável 782,1,,,,P,False,4,,,,False
803,Responsável 783,1,,,,P,False,0,,,,False
804,Responsável 784,1,,,,P,False,0,,,,False
805,Responsável 785,1,,,,P,False,0,,,,False
806,Responsável 786,1,,,,P,False,1,,,,False
807,Responsável 787,1,,,,P,False,0,,,,False
808,Responsável 788,1,,,,P,False,1,,,,False
809,Responsável 789,1,,,,P,False,6,,,,False
810,Responsável 790,1,,,,P,False,1,,,,False
811,Responsável 791,1,,,,P,False,1,,,,False
812,Responsável 792,1,,,,P,False,1,,,,False
813,Responsável 793,1,,,,P,False,4,,,,False
814,Responsável 794,1,,,,P,False,4,,,,False
815,Responsável 795,1,,,,P,False,0,,,,False
816,Responsável 796,1,,,,P,False,5,,,,False
817,Responsável 797,1,,,,P,False,1,,,,False
818,Responsável 798,1,,,,P,False,1,,,,False
819,Responsável 799,1,,,,P,False,0,,,,False
820,Responsável 800,1,,,,P,False,1,,,,False
821,Responsável 801,1,,,,P,False,0,,,,False
822,Responsável 802,1,,,,P,False,1,,,,False
823,Responsável 803,1,,,,P,False,1,,,,False
824,Responsável 804,1,,,,P,False,5,,,,False
825,Responsável 805,1,,,,P,False,1,,,,False
826,Responsável 806,1,,,,P,False,1,,,,False
827,Responsável 807,1,,,,P,False,4,,,,False
828,Responsável 808,1,,,,P,False,0,,,,False
829,Responsável 809,1,,,,P,False,0,,,,False
830,Responsável 810,1,,,,P,False,0,,,,False
831,Responsável 811,1,,,,P,False,6,,,,False
832,Responsável 812,1,,,,P,False,0,,,,False
833,Responsável 813,1,,,,P,False,5,,,,False
834,Responsável 814,1,,,,P,False,0,,,,False
835,Responsável 815,1,,,,P,False,1,,,,False
836,Responsável 816,1,,,,P,False,0,,,,False
837,Responsável 817,1,,,,P,False,1,,,,False
838,Responsável 818,1,,,,P,False,0,,,,False
839,Responsável 819,1,,,,P,False,1,,,,False
840,Responsável 820,1,,,,P,False,0,,,,False
841,Responsável 821,1,,,,P,False,6,,,,False
842,Responsável 822,1,,,,P,False,0,,,,False
843,Responsável 823,1,,,,P,False,1,,,,False
844,Responsável 824,1,,,,P,False,1,,,,False
845,Responsável 825,1,,,,P,False,1,,,,False
846,Responsável 826,1,,,,P,False,0,,,,False
847,Responsável 827,1,,,,P,False,5,,,,False
848,Responsável 828,1,,,,P,False,5,,,,False
849,Responsável 829,1,,,,P,False,0,,,,False
850,Responsável 830,1,,,,P,False,1,,,,False
851,Responsável 831,1,,,,P,False,5,,,,False
852,Responsável 832,1,,,,P,False,5,,,,False
853,Responsável 833,1,,,,P,False,1,,,,False
854,Responsável 834,1,,,,P,False,1,,,,False
855,Responsável 835,1,,,,P,False,0,,,,False
856,Responsável 836,1,,,,P,False,5,,,,False
857,Responsável 837,1,,,,P,False,5,,,,False
858,Responsável 838,1,,,,P,False,5,,,,False
859,Responsável 839,1,,,,P,False,5,,,,False
860,Responsável 840,1,,,,P,False,5,,,,False
861,Responsável 841,1,,,,P,False,5,,,,False
862,Responsável 842,1,,,,P,False,5,,,,False
865,Responsável 843,1,,,,P,False,5,,,,False
866,Responsável 844,1,,,,P,False,0,,,,False
868,Responsável 845,1,,,,P,False,5,,,,False
869,Responsável 846,1,,,,P,False,5,,,,False
870,Responsável 847,1,,,,P,False,5,,,,False
872,Responsável 848,1,,,,P,False,4,,,,False
873,Responsável 849,1,,,,P,False,1,,,,False
874,Responsável 850,1,,,,P,False,0,,,,False
875,Responsável 851,1,,,,P,False,1,,,,False
876,Responsável 852,1,,,,P,False,5,,,,False
877,Responsável 853,1,,,,P,False,5,,,,False
878,Responsável 854,1,,,F,P,False,1,,,,False
879,Responsável 855,1,,,,P,False,1,,,,False
880,Responsável 856,1,,,,P,False,5,,,,False
881,Responsável 857,1,,,,P,False,0,,,,False
882,Responsável 858,1,,,,P,False,5,,,,False
883,Responsável 859,1,,,,P,False,5,,,,False
884,Responsável 860,1,,,,P,False,1,,,,False
885,Responsável 861,1,,,,P,False,6,,,,False
886,Responsável 862,1,,,,P,False,5,,,,False
887,Responsável 863,1,,,,P,False,0,,,,False
888,Responsável 864,1,,,,P,False,5,,,,False
889,Responsável 865,1,,,,P,False,6,,,,False
890,Responsável 866,1,,,,P,False,4,,,,False
891,Responsável 867,1,,,,P,False,6,,,,False
892,Responsável 868,1,,,,P,False,5,,,,False
893,Responsável 869,1,,,,P,False,0,,,,False
894,Responsável 870,1,,,,P,False,5,,,,False
895,Responsável 871,1,,,,P,False,0,,,,False
896,Responsável 872,1,,,,P,False,1,,,,False
897,Responsável 873,1,,,,P,False,5,,,,False
898,Responsável 874,1,,,,P,False,5,,,,False
899,Responsável 875,1,,,,P,False,4,,,,False
900,Responsável 876,1,,,,P,False,0,,,,False
901,Responsável 877,1,,,,P,False,1,,,,False
902,Responsável 878,1,,,,P,False,5,,,,False
903,Responsável 879,1,,,,P,False,5,,,,False
904,Responsável 880,1,,,,P,False,5,,,,False
905,Responsável 881,1,,,,P,False,5,,,,False
906,Responsável 882,1,,,,P,False,5,,,,False
907,Responsável 883,1,,,,P,False,0,,,,False
908,Responsável 884,1,,,,P,False,5,,,,False
909,Responsável 885,1,,,,P,False,5,,,,False
910,Responsável 886,1,,,,P,False,1,,,,False
911,Responsável 887,1,,,,P,False,0,,,,False
912,Responsável 888,1,,,,P,False,1,,,,False
913,Responsável 889,1,,,,P,False,5,,,,False
914,Responsável 890,1,,,,P,False,5,,,,False
915,Responsável 891,1,,,,P,False,0,,,,False
916,Responsável 892,1,,,,P,False,5,,,,False
917,Responsável 893,1,,,,P,False,1,,,,False
918,Responsável 894,1,,,,P,False,5,,,,False
919,Responsável 895,1,,,,P,False,5,,,,False
920,Responsável 896,1,,,,P,False,5,,,,False
921,Responsável 897,1,,,,P,False,1,,,,False
922,Responsável 898,1,,,,P,False,1,,,,False
923,Responsável 899,1,,,,P,False,1,,,,False
924,Responsável 900,1,,,,P,False,4,,,,False
925,Responsável 901,1,,2003-01-12 02:00:00,F,P,False,5,,,,False
926,Responsável 902,1,,, ,P,False,5,,,,False
927,Responsável 903,1,,,,P,False,1,,,,False
928,Responsável 904,1,,,,P,False,0,,,,False
929,Responsável 905,1,,,,P,False,1,,,,False
930,Responsável 906,1,,,,P,False,1,,,,False
931,Responsável 907,1,,,,P,False,1,,,,False
932,Responsável 908,1,,,,P,False,1,,,,False
933,Responsável 909,1,,,,P,False,1,,,,False
934,Responsável 910,1,,,,P,False,5,,,,False
935,Responsável 911,1,,,,P,False,0,,,,False
936,Responsável 912,1,,,,P,False,5,,,,False
937,Responsável 913,1,,,,P,False,0,,,,False
938,Responsável 914,1,,2003-11-22 00:00:00,F,P,False,5,,,,False
939,Responsável 915,1,,,,P,False,5,,,,False
940,Responsável 916,1,,,,P,False,0,,,,False
941,Responsável 917,1,,,,P,False,1,,,,False
942,Responsável 918,1,,,,P,False,5,,,,False
943,Responsável 919,1,,,,P,False,0,,,,False
944,Responsável 920,1,,,M,P,False,5,,,,False
945,Responsável 921,1,,,,P,False,4,,,,False
946,Responsável 922,1,,,M,P,False,5,,,,False
947,Responsável 923,1,,,,P,False,5,,,,False
948,Responsável 924,1,,,,P,False,1,,,,False
949,Responsável 925,1,,,M,P,False,5,,,,False
950,Responsável 926,1,,,,P,False,0,,,,False
951,Responsável 927,1,,,,P,False,0,,,,False
952,Responsável 928,1,,,,P,False,1,,,,False
953,Responsável 929,1,,,,P,False,0,,,,False
955,Responsável 930,1,,,,P,False,1,,,,False
956,Responsável 931,1,,,,P,False,2,,,,False
957,Responsável 932,1,,,,P,False,1,,,,False
958,Responsável 933,1,,,,P,False,3,,,,False
959,Responsável 934,1,,,,P,False,0,,,,False
960,Responsável 935,1,,,,P,False,1,,,,False
961,Responsável 936,1,,2003-11-09 02:00:00,F,P,False,5,,,,False
962,Responsável 937,1,,,,P,False,0,,,,False
963,Responsável 938,1,,,,P,False,1,,,,False
964,Responsável 939,1,,,,P,False,1,,,,False
965,Responsável 940,1,,,,P,False,0,,,,False
966,Responsável 941,1,,,,P,False,1,,,,False
967,Responsável 942,1,,,,P,False,1,,,,False
968,Responsável 943,1,,,,P,False,1,,,,False
969,Responsável 944,1,,,,P,False,1,,,,False
970,Responsável 945,1,,,,P,False,1,,,,False
971,Responsável 946,1,,,,P,False,0,,,,False
972,Responsável 947,1,,,,P,False,5,,,,False
973,Responsável 948,1,,,,P,False,4,,,,False
974,Responsável 949,1,,,,P,False,4,,,,False
975,Responsável 950,1,,,,P,False,0,,,,False
976,Responsável 951,1,,,,P,False,0,,,,False
977,Responsável 952,1,,,,P,False,0,,,,False
978,Responsável 953,1,,,,P,False,2,,,,False
979,Responsável 954,1,,1991-11-14 00:00:00,,P,False,0,,,,False
980,Responsável 955,1,,,,P,False,1,,,,False
981,Responsável 956,1,,,,P,False,0,,,,False
982,Responsável 957,1,,,,P,False,1,,,,False
983,Responsável 958,1,,,,P,False,1,,,,False
984,Responsável 959,1,,,,P,False,1,,,,False
985,Responsável 960,1,,,,P,False,0,,,,False
986,Responsável 961,1,,,,P,False,1,,,,False
987,Responsável 962,1,,,,P,False,0,,,,False
988,Responsável 963,1,,,,P,False,0,,,,False
989,Responsável 964,1,,,,P,False,0,,,,False
990,Responsável 965,1,,,,P,False,1,,,,False
991,Responsável 966,1,,,,P,False,1,,,,False
992,Responsável 967,1,,,,P,False,0,,,,False
993,Responsável 968,1,,,,P,False,0,,,,False
994,Responsável 969,1,,,,P,False,1,,,,False
995,Responsável 970,1,,,,P,False,0,,,,False
996,Responsável 971,1,,,,P,False,1,,,,False
997,Responsável 972,1,,,,P,False,1,,,,False
998,Responsável 973,1,,,,P,False,6,,,,False
999,Responsável 974,1,,,,P,False,1,,,,False
1000,Responsável 975,1,,,,P,False,2,,,,False
1001,Responsável 976,1,,,,P,False,1,,,,False
1002,Responsável 977,1,,,,P,False,0,,,,False
1003,Responsável 978,1,,,,P,False,5,,,,False
1004,Responsável 979,1,,,,P,False,1,,,,False
1005,Responsável 980,1,,,,P,False,1,,,,False
1006,Responsável 981,1,,,,P,False,1,,,,False
1007,Responsável 982,1,,,,P,False,0,,,,False
1008,Responsável 983,1,,,,P,False,5,,,,False
1009,Responsável 984,1,,,,P,False,1,,,,False
1010,Responsável 985,1,,,,P,False,1,,,,False
1011,Responsável 986,1,,,,P,False,0,,,,False
1012,Responsável 987,1,,,,P,False,6,,,,False
1013,Responsável 988,1,,,,P,False,6,,,,False
1014,Responsável 989,1,,,,P,False,1,,,,False
1015,Responsável 990,1,,,,P,False,1,,,,False
1016,Responsável 991,1,,,,P,False,1,,,,False
1017,Responsável 992,1,,,,P,False,0,,,,False
1018,Responsável 993,1,,,,P,False,0,,,,False
1019,Responsável 994,1,,,,P,False,1,,,,False
1020,Responsável 995,1,,,,P,False,0,,,,False
1021,Responsável 996,1,,,,P,False,1,,,,False
1022,Responsável 997,1,,,,P,False,1,,,,False
1023,Responsável 998,1,,,,P,False,0,,,,False
1024,Responsável 999,1,,,,P,False,0,,,,False
1025,Responsável 1000,1,,,,P,False,0,,,,False
1026,Responsável 1001,1,,,,P,False,1,,,,False
1027,Responsável 1002,1,,,,P,False,0,,,,False
1028,Responsável 1003,1,,,,P,False,1,,,,False
1029,Responsável 1004,1,,,,P,False,1,,,,False
1030,Responsável 1005,1,,,,P,False,1,,,,False
1031,Responsável 1006,1,,,,P,False,1,,,,False
1032,Responsável 1007,1,,,,P,False,0,,,,False
1033,Responsável 1008,1,,,,P,False,0,,,,False
1034,Responsável 1009,1,,,,P,False,1,,,,False
1035,Responsável 1010,1,,,,P,False,1,,,,False
1036,Responsável 1011,1,,,,P,False,0,,,,False
1037,Responsável 1012,1,,,,P,False,3,,,,False
1038,Responsável 1013,1,,,,P,False,1,,,,False
1039,Responsável 1014,1,,,,P,False,0,,,,False
1040,Responsável 1015,1,,,,P,False,0,,,,False
1041,Responsável 1016,1,,,,P,False,1,,,,False
1042,Responsável 1017,1,,2001-01-06 02:00:00,F,P,False,5,,,,False
1043,Responsável 1018,1,,,,P,False,1,,,,False
1044,Responsável 1019,1,,,,P,False,1,,,,False
1045,Responsável 1020,1,,,,P,False,1,,,,False
1046,Responsável 1021,1,,,,P,False,1,,,,False
1047,Responsável 1022,1,,,,P,False,0,,,,False
1048,Responsável 1023,1,,,,P,False,0,,,,False
1049,Responsável 1024,1,,,,P,False,1,,,,False
1050,Responsável 1025,1,,,,P,False,0,,,,False
1051,Responsável 1026,1,,,,P,False,0,,,,False
1052,Responsável 1027,1,,,,P,False,1,,,,False
1053,Responsável 1028,1,,,,P,False,1,,,,False
1054,Responsável 1029,1,,,,P,False,1,,,,False
1055,Responsável 1030,1,,,,P,False,1,,,,False
1056,Responsável 1031,1,,,,P,False,1,,,,False
1057,Responsável 1032,1,,,,P,False,1,,,,False
1058,Responsável 1033,1,,,,P,False,4,,,,False
1059,Responsável 1034,1,,,,P,False,6,,,,False
1060,Responsável 1035,1,,,,P,False,1,,,,False
1061,Responsável 1036,1,,,,P,False,5,,,,False
1062,Responsável 1037,1,,,,P,False,4,,,,False
1063,Responsável 1038,1,,,F,P,False,1,,,,False
1064,Responsável 1039,1,,,,P,False,0,,,,False
1065,Responsável 1040,1,,,,P,False,1,,,,False
1066,Responsável 1041,1,,,,P,False,1,,,,False
1067,Responsável 1042,1,,,,P,False,0,,,,False
1068,Responsável 1043,1,,,,P,False,4,,,,False
1069,Responsável 1044,1,,,,P,False,1,,,,False
1070,Responsável 1045,1,,,,P,False,0,,,,False
1071,Responsável 1046,1,,,,P,False,5,,,,False
1072,Responsável 1047,1,,,,P,False,4,,,,False
1073,Responsável 1048,1,,,,P,False,0,,,,False
1074,Responsável 1049,1,,,,P,False,1,,,,False
1075,Responsável 1050,1,,,,P,False,1,,,,False
1076,Responsável 1051,1,,,,P,False,0,,,,False
1077,Responsável 1052,1,,2003-02-16 00:00:00,F,P,False,5,,,,False
1078,Responsável 1053,1,,,,P,False,1,,,,False
1079,Responsável 1054,1,,,,P,False,0,,,,False
1080,Responsável 1055,1,,,,P,False,0,,,,False
1081,Responsável 1056,1,,,,P,False,1,,,,False
1082,Responsável 1057,1,,,,P,False,1,,,,False
1083,Responsável 1058,1,,,,P,False,1,,,,False
1084,Responsável 1059,1,,,,P,False,1,,,,False
1085,Responsável 1060,1,,,,P,False,5,,,,False
1086,Responsável 1061,1,,,,P,False,0,,,,False
1087,Responsável 1062,1,,1995-05-29 00:00:00,,P,False,0,,,,False
1088,Responsável 1063,1,,,,P,False,1,,,,False
1089,Responsável 1064,1,,,,P,False,1,,,,False
1090,Responsável 1065,1,,,,P,False,0,,,,False
1091,Responsável 1066,1,,,,P,False,1,,,,False
1092,Responsável 1067,1,,,,P,False,1,,,,False
1093,Responsável 1068,1,,,,P,False,0,,,,False
1094,Responsável 1069,1,,,,P,False,1,,,,False
1095,Responsável 1070,1,,,,P,False,0,,,,False
1096,Responsável 1071,1,,,,P,False,1,,,,False
1097,Responsável 1072,1,,,,P,False,1,,,,False
1098,Responsável 1073,1,,,,P,False,1,,,,False
1099,Responsável 1074,1,,,,P,False,0,,,,False
1100,Responsável 1075,1,,,,P,False,1,,,,False
1101,Responsável 1076,1,,,,P,False,1,,,,False
1102,Responsável 1077,1,,,,P,False,1,,,,False
1103,Responsável 1078,1,,,,P,False,1,,,,False
1104,Responsável 1079,1,,,,P,False,1,,,,False
1105,Responsável 1080,1,,,,P,False,1,,,,False
1106,Responsável 1081,1,,,,P,False,0,,,,False
1107,Responsável 1082,1,,,M,P,False,5,,,,False
1108,Responsável 1083,1,,,,P,False,5,,,,False
1109,Responsável 1084,1,,,,P,False,0,,,,False
1110,Responsável 1085,1,,,,P,False,0,,,,False
